datetime,Distance_82,Distance_83
2024-07-05 04:06:37.263796,0.69,0.48
2024-07-05 04:06:37.372463,0.69,0.48
2024-07-05 04:06:37.386532,0.69,0.44
2024-07-05 04:06:37.495847,0.73,0.44
2024-07-05 04:06:37.509844,0.73,0.52
2024-07-05 04:06:37.619268,0.69,0.52
2024-07-05 04:06:37.633393,0.69,0.46
2024-07-05 04:06:37.741974,0.76,0.46
2024-07-05 04:06:37.754939,0.76,0.51
2024-07-05 04:06:37.864912,0.69,0.51
2024-07-05 04:06:37.879429,0.69,0.47
2024-07-05 04:06:38.110098,0.75,0.47
2024-07-05 04:06:38.125115,0.75,0.51
2024-07-05 04:06:38.480090,0.75,0.51
2024-07-05 04:06:38.493400,0.75,0.52
2024-07-05 04:06:38.603020,0.76,0.52
2024-07-05 04:06:38.617172,0.76,0.5
2024-07-05 04:06:38.725602,0.76,0.5
2024-07-05 04:06:38.739616,0.76,0.47
2024-07-05 04:06:38.849106,0.73,0.47
2024-07-05 04:06:38.863129,0.73,0.45
2024-07-05 04:06:38.971846,0.78,0.45
2024-07-05 04:06:38.986170,0.78,0.45
2024-07-05 04:06:39.094928,0.77,0.45
2024-07-05 04:06:39.108944,0.77,0.51
2024-07-05 04:06:39.218313,0.76,0.51
2024-07-05 04:06:39.232352,0.76,0.47
2024-07-05 04:06:39.340446,0.72,0.47
2024-07-05 04:06:39.354899,0.72,0.48
2024-07-05 04:06:39.464101,0.74,0.48
2024-07-05 04:06:39.478261,0.74,0.47
2024-07-05 04:06:39.587049,0.67,0.47
2024-07-05 04:06:39.600859,0.67,0.49
2024-07-05 04:06:39.710028,0.76,0.49
2024-07-05 04:06:39.723024,0.76,0.47
2024-07-05 04:06:39.833349,0.66,0.47
2024-07-05 04:06:39.846552,0.66,0.44
2024-07-05 04:06:39.956387,0.69,0.44
2024-07-05 04:06:39.969632,0.69,0.49
2024-07-05 04:06:40.078882,0.68,0.49
2024-07-05 04:06:40.092593,0.68,0.42
2024-07-05 04:06:40.202021,0.76,0.42
2024-07-05 04:06:40.216247,0.76,0.53
2024-07-05 04:06:40.326142,0.68,0.53
2024-07-05 04:06:40.339176,0.68,0.48
2024-07-05 04:06:40.447639,0.67,0.48
2024-07-05 04:06:40.460917,0.67,0.48
2024-07-05 04:06:40.570257,0.75,0.48
2024-07-05 04:06:40.583955,0.75,0.49
2024-07-05 04:06:40.694067,0.73,0.49
2024-07-05 04:06:40.708087,0.73,0.5
2024-07-05 04:06:41.063620,0.76,0.5
2024-07-05 04:06:41.077029,0.76,0.46
2024-07-05 04:06:41.185718,0.76,0.46
2024-07-05 04:06:41.199856,0.76,0.52
2024-07-05 04:06:41.309469,0.76,0.52
2024-07-05 04:06:41.323395,0.76,0.47
2024-07-05 04:06:41.432559,0.75,0.47
2024-07-05 04:06:41.445574,0.75,0.47
2024-07-05 04:06:41.554511,0.77,0.47
2024-07-05 04:06:41.568549,0.77,0.51
2024-07-05 04:06:41.678052,0.77,0.51
2024-07-05 04:06:41.691044,0.77,0.47
2024-07-05 04:06:41.800728,0.76,0.47
2024-07-05 04:06:41.815171,0.76,0.44
2024-07-05 04:06:41.923986,0.79,0.44
2024-07-05 04:06:41.937217,0.79,0.42
2024-07-05 04:06:42.047673,0.71,0.42
2024-07-05 04:06:42.060672,0.71,0.44
2024-07-05 04:06:42.170030,0.75,0.44
2024-07-05 04:06:42.184184,0.75,0.49
2024-07-05 04:06:42.293175,0.77,0.49
2024-07-05 04:06:42.306148,0.77,0.48
2024-07-05 04:06:42.416120,0.78,0.48
2024-07-05 04:06:42.429051,0.78,0.53
2024-07-05 04:06:42.539594,0.75,0.53
2024-07-05 04:06:42.552663,0.75,0.53
2024-07-05 04:06:42.662332,0.75,0.53
2024-07-05 04:06:42.675477,0.75,0.49
2024-07-05 04:06:42.785328,0.75,0.49
2024-07-05 04:06:42.799358,0.75,0.55
2024-07-05 04:06:42.907251,0.79,0.55
2024-07-05 04:06:42.921249,0.79,0.53
2024-07-05 04:06:43.030597,0.76,0.53
2024-07-05 04:06:43.044597,0.76,0.45
2024-07-05 04:06:43.154505,0.77,0.45
2024-07-05 04:06:43.167667,0.77,0.49
2024-07-05 04:06:43.290312,0.77,0.5
2024-07-05 04:06:43.645909,0.76,0.5
2024-07-05 04:06:43.660216,0.76,0.52
2024-07-05 04:06:43.768901,0.82,0.52
2024-07-05 04:06:43.782078,0.82,0.53
2024-07-05 04:06:43.891462,0.72,0.53
2024-07-05 04:06:43.905460,0.72,0.51
2024-07-05 04:06:44.014558,0.77,0.51
2024-07-05 04:06:44.028753,0.77,0.48
2024-07-05 04:06:44.138029,0.74,0.48
2024-07-05 04:06:44.151122,0.74,0.5
2024-07-05 04:06:44.260811,0.76,0.5
2024-07-05 04:06:44.274744,0.76,0.53
2024-07-05 04:06:44.383350,0.73,0.53
2024-07-05 04:06:44.397427,0.73,0.48
2024-07-05 04:06:44.507468,0.76,0.48
2024-07-05 04:06:44.520648,0.76,0.49
2024-07-05 04:06:44.630168,0.79,0.49
2024-07-05 04:06:44.643270,0.79,0.52
2024-07-05 04:06:44.752681,0.73,0.52
2024-07-05 04:06:44.766756,0.73,0.49
2024-07-05 04:06:44.875849,0.73,0.49
2024-07-05 04:06:44.889533,0.73,0.52
2024-07-05 04:06:44.999341,0.76,0.52
2024-07-05 04:06:45.012338,0.76,0.46
2024-07-05 04:06:45.121815,0.72,0.46
2024-07-05 04:06:45.135895,0.72,0.52
2024-07-05 04:06:45.367895,0.76,0.52
2024-07-05 04:06:45.381419,0.76,0.49
2024-07-05 04:06:45.489970,0.73,0.49
2024-07-05 04:06:45.503965,0.73,0.51
2024-07-05 04:06:45.613504,0.68,0.51
2024-07-05 04:06:45.627500,0.68,0.47
2024-07-05 04:06:45.736040,0.76,0.47
2024-07-05 04:06:45.750348,0.76,0.46
2024-07-05 04:06:45.859690,0.73,0.46
2024-07-05 04:06:45.874284,0.73,0.5
2024-07-05 04:06:46.229633,0.78,0.5
2024-07-05 04:06:46.242597,0.78,0.43
2024-07-05 04:06:46.351799,0.76,0.43
2024-07-05 04:06:46.365829,0.76,0.46
2024-07-05 04:06:46.474997,0.76,0.46
2024-07-05 04:06:46.488557,0.76,0.46
2024-07-05 04:06:46.597265,0.75,0.46
2024-07-05 04:06:46.611288,0.75,0.46
2024-07-05 04:06:46.720291,0.78,0.46
2024-07-05 04:06:46.734323,0.78,0.49
2024-07-05 04:06:46.843671,0.76,0.49
2024-07-05 04:06:46.857828,0.76,0.53
2024-07-05 04:06:46.966495,0.75,0.53
2024-07-05 04:06:46.980503,0.75,0.47
2024-07-05 04:06:47.090292,0.74,0.47
2024-07-05 04:06:47.103225,0.74,0.46
2024-07-05 04:06:47.213100,0.73,0.46
2024-07-05 04:06:47.226011,0.73,0.52
2024-07-05 04:06:47.335758,0.8,0.52
2024-07-05 04:06:47.349751,0.8,0.46
2024-07-05 04:06:47.458013,0.76,0.46
2024-07-05 04:06:47.472233,0.76,0.5
2024-07-05 04:06:47.582536,0.76,0.5
2024-07-05 04:06:47.595742,0.76,0.54
2024-07-05 04:06:47.704520,0.71,0.54
2024-07-05 04:06:47.718524,0.71,0.52
2024-07-05 04:06:47.827928,0.75,0.52
2024-07-05 04:06:47.841108,0.75,0.52
2024-07-05 04:06:47.950893,0.73,0.52
2024-07-05 04:06:47.964093,0.73,0.47
2024-07-05 04:06:48.073727,0.73,0.47
2024-07-05 04:06:48.087604,0.73,0.53
2024-07-05 04:06:48.196872,0.79,0.53
2024-07-05 04:06:48.209829,0.79,0.51
2024-07-05 04:06:48.319231,0.73,0.51
2024-07-05 04:06:48.333632,0.73,0.51
2024-07-05 04:06:48.442957,0.76,0.51
2024-07-05 04:06:48.455951,0.76,0.47
2024-07-05 04:06:48.812349,0.76,0.47
2024-07-05 04:06:48.825686,0.76,0.5
2024-07-05 04:06:48.935558,0.74,0.5
2024-07-05 04:06:48.948830,0.74,0.55
2024-07-05 04:06:49.058062,0.76,0.55
2024-07-05 04:06:49.071749,0.76,0.5
2024-07-05 04:06:49.181212,0.72,0.5
2024-07-05 04:06:49.193745,0.72,0.45
2024-07-05 04:06:49.303854,0.69,0.45
2024-07-05 04:06:49.317134,0.69,0.46
2024-07-05 04:06:49.426003,0.76,0.46
2024-07-05 04:06:49.440278,0.76,0.49
2024-07-05 04:06:49.549824,0.76,0.49
2024-07-05 04:06:49.563817,0.76,0.45
2024-07-05 04:06:49.672401,0.77,0.45
2024-07-05 04:06:49.686499,0.77,0.47
2024-07-05 04:06:49.795974,0.76,0.47
2024-07-05 04:06:49.809354,0.76,0.48
2024-07-05 04:06:49.918510,0.76,0.48
2024-07-05 04:06:49.932504,0.76,0.53
2024-07-05 04:06:50.041473,0.72,0.53
2024-07-05 04:06:50.055505,0.72,0.47
2024-07-05 04:06:50.164452,0.76,0.47
2024-07-05 04:06:50.178463,0.76,0.41
2024-07-05 04:06:50.287807,0.72,0.41
2024-07-05 04:06:50.301811,0.72,0.47
2024-07-05 04:06:50.410879,0.76,0.47
2024-07-05 04:06:50.424874,0.76,0.51
2024-07-05 04:06:50.533526,0.74,0.51
2024-07-05 04:06:50.547525,0.74,0.5
2024-07-05 04:06:50.656638,0.84,0.5
2024-07-05 04:06:50.670663,0.84,0.46
2024-07-05 04:06:50.779740,0.76,0.46
2024-07-05 04:06:50.793048,0.76,0.5
2024-07-05 04:06:50.902721,0.76,0.5
2024-07-05 04:06:50.916653,0.76,0.48
2024-07-05 04:06:51.026106,0.76,0.48
2024-07-05 04:06:51.040107,0.76,0.5
2024-07-05 04:06:51.394246,0.75,0.5
2024-07-05 04:06:51.408197,0.75,0.52
2024-07-05 04:06:51.517736,0.76,0.52
2024-07-05 04:06:51.531397,0.76,0.43
2024-07-05 04:06:51.640440,0.75,0.43
2024-07-05 04:06:51.654603,0.75,0.41
2024-07-05 04:06:51.763350,0.78,0.41
2024-07-05 04:06:52.009533,0.79,0.41
2024-07-05 04:06:52.022543,0.79,0.49
2024-07-05 04:06:52.132585,0.77,0.49
2024-07-05 04:06:52.146939,0.77,0.5
2024-07-05 04:06:52.255867,0.77,0.5
2024-07-05 04:06:52.269429,0.77,0.48
2024-07-05 04:06:52.379138,0.74,0.48
2024-07-05 04:06:52.391785,0.74,0.5
2024-07-05 04:06:52.501317,0.8,0.5
2024-07-05 04:06:52.515690,0.8,0.55
2024-07-05 04:06:52.625856,0.76,0.55
2024-07-05 04:06:52.639000,0.76,0.42
2024-07-05 04:06:52.747681,0.81,0.42
2024-07-05 04:06:52.760813,0.81,0.5
2024-07-05 04:06:52.871040,0.79,0.5
2024-07-05 04:06:52.884360,0.79,0.49
2024-07-05 04:06:52.993946,0.78,0.49
2024-07-05 04:06:53.007236,0.78,0.36
2024-07-05 04:06:53.116862,0.72,0.36
2024-07-05 04:06:53.130705,0.72,0.42
2024-07-05 04:06:53.238768,0.76,0.42
2024-07-05 04:06:53.252765,0.76,0.38
2024-07-05 04:06:53.361804,0.77,0.38
2024-07-05 04:06:53.377167,0.77,0.46
2024-07-05 04:06:53.485737,0.81,0.46
2024-07-05 04:06:53.499310,0.81,0.5
2024-07-05 04:06:53.608683,0.8,0.5
2024-07-05 04:06:53.622007,0.8,0.5
2024-07-05 04:06:53.977351,0.77,0.5
2024-07-05 04:06:53.991922,0.77,0.43
2024-07-05 04:06:54.100311,0.74,0.43
2024-07-05 04:06:54.113830,0.74,0.51
2024-07-05 04:06:54.223485,0.74,0.51
2024-07-05 04:06:54.237702,0.74,0.36
2024-07-05 04:06:54.346852,0.7,0.36
2024-07-05 04:06:54.359913,0.7,0.47
2024-07-05 04:06:54.469626,0.7,0.47
2024-07-05 04:06:54.482717,0.7,0.46
2024-07-05 04:06:54.592156,0.71,0.46
2024-07-05 04:06:54.605812,0.71,0.4
2024-07-05 04:06:54.715637,0.81,0.4
2024-07-05 04:06:54.728840,0.81,0.54
2024-07-05 04:06:54.838152,0.7,0.54
2024-07-05 04:06:54.852162,0.7,0.5
2024-07-05 04:06:54.961472,0.76,0.5
2024-07-05 04:06:54.975518,0.76,0.38
2024-07-05 04:06:55.084823,0.75,0.38
2024-07-05 04:06:55.098448,0.75,0.46
2024-07-05 04:06:55.329714,0.76,0.46
2024-07-05 04:06:55.344720,0.76,0.43
2024-07-05 04:06:55.453016,0.69,0.43
2024-07-05 04:06:55.467237,0.69,0.53
2024-07-05 04:06:55.576469,0.72,0.53
2024-07-05 04:06:55.590456,0.72,0.5
2024-07-05 04:06:55.698754,0.7,0.5
2024-07-05 04:06:55.713748,0.7,0.42
2024-07-05 04:06:55.822295,0.71,0.42
2024-07-05 04:06:55.836296,0.71,0.46
2024-07-05 04:06:55.944927,0.79,0.46
2024-07-05 04:06:55.958925,0.79,0.49
2024-07-05 04:06:56.068485,0.79,0.49
2024-07-05 04:06:56.082491,0.79,0.54
2024-07-05 04:06:56.191023,0.76,0.54
2024-07-05 04:06:56.205746,0.76,0.47
2024-07-05 04:06:56.560987,0.73,0.47
2024-07-05 04:06:56.574274,0.73,0.42
2024-07-05 04:06:56.683493,0.77,0.42
2024-07-05 04:06:56.697901,0.77,0.48
2024-07-05 04:06:56.806031,0.79,0.48
2024-07-05 04:06:56.820216,0.79,0.42
2024-07-05 04:06:56.929013,0.75,0.42
2024-07-05 04:06:56.943261,0.75,0.43
2024-07-05 04:06:57.174899,0.76,0.43
2024-07-05 04:06:57.188857,0.76,0.49
2024-07-05 04:06:57.298509,0.74,0.49
2024-07-05 04:06:57.312512,0.74,0.53
2024-07-05 04:06:57.421712,0.76,0.53
2024-07-05 04:06:57.434713,0.76,0.5
2024-07-05 04:06:57.544920,0.72,0.5
2024-07-05 04:06:57.557920,0.72,0.54
2024-07-05 04:06:57.668203,0.8,0.54
2024-07-05 04:06:57.681224,0.8,0.5
2024-07-05 04:06:57.790454,0.72,0.5
2024-07-05 04:06:57.804536,0.72,0.5
2024-07-05 04:06:57.913418,0.79,0.5
2024-07-05 04:06:57.927586,0.79,0.46
2024-07-05 04:06:58.036424,0.75,0.46
2024-07-05 04:06:58.049922,0.75,0.45
2024-07-05 04:06:58.159640,0.78,0.45
2024-07-05 04:06:58.173072,0.78,0.47
2024-07-05 04:06:58.282955,0.75,0.47
2024-07-05 04:06:58.296692,0.75,0.48
2024-07-05 04:06:58.405920,0.74,0.48
2024-07-05 04:06:58.419463,0.74,0.47
2024-07-05 04:06:58.528730,0.74,0.47
2024-07-05 04:06:58.542736,0.74,0.42
2024-07-05 04:06:58.651954,0.76,0.42
2024-07-05 04:06:58.665955,0.76,0.49
2024-07-05 04:06:58.773836,0.78,0.49
2024-07-05 04:06:58.787964,0.78,0.41
2024-07-05 04:06:59.143108,0.73,0.41
2024-07-05 04:06:59.157206,0.73,0.47
2024-07-05 04:06:59.389654,0.75,0.47
2024-07-05 04:06:59.403728,0.75,0.5
2024-07-05 04:06:59.511929,0.79,0.5
2024-07-05 04:06:59.526210,0.79,0.45
2024-07-05 04:06:59.635201,0.73,0.45
2024-07-05 04:06:59.649030,0.73,0.47
2024-07-05 04:06:59.758834,0.75,0.47
2024-07-05 04:06:59.771960,0.75,0.51
2024-07-05 04:06:59.881878,0.72,0.51
2024-07-05 04:06:59.894891,0.72,0.51
2024-07-05 04:07:00.005067,0.8,0.51
2024-07-05 04:07:00.018064,0.8,0.47
2024-07-05 04:07:00.126862,0.76,0.47
2024-07-05 04:07:00.141825,0.76,0.5
2024-07-05 04:07:00.250509,0.77,0.5
2024-07-05 04:07:00.264518,0.77,0.5
2024-07-05 04:07:00.373682,0.75,0.5
2024-07-05 04:07:00.387615,0.75,0.47
2024-07-05 04:07:00.496831,0.74,0.47
2024-07-05 04:07:00.510046,0.74,0.43
2024-07-05 04:07:00.618942,0.73,0.43
2024-07-05 04:07:00.632331,0.73,0.46
2024-07-05 04:07:00.742452,0.77,0.46
2024-07-05 04:07:00.756389,0.77,0.48
2024-07-05 04:07:00.865572,0.76,0.48
2024-07-05 04:07:00.879662,0.76,0.44
2024-07-05 04:07:00.987956,0.83,0.44
2024-07-05 04:07:01.002301,0.83,0.52
2024-07-05 04:07:01.111337,0.77,0.52
2024-07-05 04:07:01.125687,0.77,0.46
2024-07-05 04:07:01.234183,0.76,0.46
2024-07-05 04:07:01.248446,0.76,0.52
2024-07-05 04:07:01.357084,0.78,0.52
2024-07-05 04:07:01.371215,0.78,0.44
2024-07-05 04:07:01.725917,0.75,0.44
2024-07-05 04:07:01.739925,0.75,0.5
2024-07-05 04:07:01.849551,0.76,0.5
2024-07-05 04:07:01.863647,0.76,0.51
2024-07-05 04:07:01.972491,0.77,0.51
2024-07-05 04:07:01.986488,0.77,0.43
2024-07-05 04:07:02.095870,0.76,0.43
2024-07-05 04:07:02.109388,0.76,0.55
2024-07-05 04:07:02.218840,0.71,0.55
2024-07-05 04:07:02.231938,0.71,0.45
2024-07-05 04:07:02.341680,0.78,0.45
2024-07-05 04:07:02.355736,0.78,0.47
2024-07-05 04:07:02.464080,0.75,0.47
2024-07-05 04:07:02.478267,0.75,0.48
2024-07-05 04:07:02.586973,0.75,0.48
2024-07-05 04:07:02.600702,0.75,0.52
2024-07-05 04:07:02.710376,0.76,0.52
2024-07-05 04:07:02.724371,0.76,0.46
2024-07-05 04:07:02.833965,0.76,0.46
2024-07-05 04:07:02.847050,0.76,0.41
2024-07-05 04:07:02.955434,0.76,0.41
2024-07-05 04:07:02.970433,0.76,0.47
2024-07-05 04:07:03.080072,0.78,0.47
2024-07-05 04:07:03.093138,0.78,0.51
2024-07-05 04:07:03.202822,0.7,0.51
2024-07-05 04:07:03.448147,0.79,0.51
2024-07-05 04:07:03.462142,0.79,0.49
2024-07-05 04:07:03.571774,0.73,0.49
2024-07-05 04:07:03.585923,0.73,0.5
2024-07-05 04:07:03.694074,0.71,0.5
2024-07-05 04:07:03.707924,0.71,0.42
2024-07-05 04:07:03.818119,0.86,0.42
2024-07-05 04:07:03.831748,0.86,0.41
2024-07-05 04:07:03.940376,0.72,0.41
2024-07-05 04:07:03.954375,0.72,0.51
2024-07-05 04:07:04.309537,0.7,0.51
2024-07-05 04:07:04.323383,0.7,0.45
2024-07-05 04:07:04.432774,0.74,0.45
2024-07-05 04:07:04.445989,0.74,0.47
2024-07-05 04:07:04.555550,0.72,0.47
2024-07-05 04:07:04.569522,0.72,0.46
2024-07-05 04:07:04.678009,0.76,0.46
2024-07-05 04:07:04.692194,0.76,0.35
2024-07-05 04:07:04.801257,0.79,0.35
2024-07-05 04:07:04.815403,0.79,0.48
2024-07-05 04:07:04.923767,0.72,0.48
2024-07-05 04:07:04.938190,0.72,0.4
2024-07-05 04:07:05.061895,0.72,0.44
2024-07-05 04:07:05.184787,0.72,0.49
2024-07-05 04:07:05.293617,0.71,0.49
2024-07-05 04:07:05.307479,0.71,0.44
2024-07-05 04:07:05.417110,0.7,0.44
2024-07-05 04:07:05.430647,0.7,0.46
2024-07-05 04:07:05.539663,0.78,0.46
2024-07-05 04:07:05.552660,0.78,0.52
2024-07-05 04:07:05.663008,0.73,0.52
2024-07-05 04:07:05.676496,0.73,0.46
2024-07-05 04:07:05.785096,0.76,0.46
2024-07-05 04:07:05.798764,0.76,0.46
2024-07-05 04:07:05.909072,0.74,0.46
2024-07-05 04:07:05.922332,0.74,0.44
2024-07-05 04:07:06.031255,0.75,0.44
2024-07-05 04:07:06.045254,0.75,0.46
2024-07-05 04:07:06.153929,0.77,0.46
2024-07-05 04:07:06.167992,0.77,0.53
2024-07-05 04:07:06.276817,0.76,0.53
2024-07-05 04:07:06.290812,0.76,0.48
2024-07-05 04:07:06.399362,0.75,0.48
2024-07-05 04:07:06.413905,0.75,0.51
2024-07-05 04:07:06.523438,0.77,0.51
2024-07-05 04:07:06.537439,0.77,0.51
2024-07-05 04:07:06.892528,0.69,0.51
2024-07-05 04:07:06.905536,0.69,0.49
2024-07-05 04:07:07.015356,0.68,0.49
2024-07-05 04:07:07.029454,0.68,0.45
2024-07-05 04:07:07.138037,0.76,0.45
2024-07-05 04:07:07.151953,0.76,0.45
2024-07-05 04:07:07.261594,0.81,0.45
2024-07-05 04:07:07.274599,0.81,0.5
2024-07-05 04:07:07.384120,0.72,0.5
2024-07-05 04:07:07.398162,0.72,0.47
2024-07-05 04:07:07.506089,0.78,0.47
2024-07-05 04:07:07.521802,0.78,0.49
2024-07-05 04:07:07.630601,0.72,0.49
2024-07-05 04:07:07.643778,0.72,0.49
2024-07-05 04:07:07.753004,0.77,0.49
2024-07-05 04:07:07.766939,0.77,0.49
2024-07-05 04:07:07.876219,0.77,0.49
2024-07-05 04:07:07.890164,0.77,0.52
2024-07-05 04:07:07.999466,0.76,0.52
2024-07-05 04:07:08.013602,0.76,0.49
2024-07-05 04:07:08.122351,0.76,0.49
2024-07-05 04:07:08.136682,0.76,0.49
2024-07-05 04:07:08.245734,0.77,0.49
2024-07-05 04:07:08.258959,0.77,0.46
2024-07-05 04:07:08.368375,0.76,0.46
2024-07-05 04:07:08.382370,0.76,0.46
2024-07-05 04:07:08.490951,0.77,0.46
2024-07-05 04:07:08.504891,0.77,0.47
2024-07-05 04:07:08.614930,0.76,0.47
2024-07-05 04:07:08.628001,0.76,0.45
2024-07-05 04:07:08.737314,0.72,0.45
2024-07-05 04:07:08.751248,0.72,0.5
2024-07-05 04:07:08.860774,0.76,0.5
2024-07-05 04:07:08.874545,0.76,0.47
2024-07-05 04:07:08.983342,0.77,0.47
2024-07-05 04:07:08.997312,0.77,0.48
2024-07-05 04:07:09.106371,0.77,0.48
2024-07-05 04:07:09.119881,0.77,0.5
2024-07-05 04:07:09.474865,0.78,0.5
2024-07-05 04:07:09.489175,0.78,0.47
2024-07-05 04:07:09.597144,0.76,0.47
2024-07-05 04:07:09.613679,0.76,0.47
2024-07-05 04:07:09.721212,0.78,0.47
2024-07-05 04:07:09.735204,0.78,0.5
2024-07-05 04:07:09.844482,0.74,0.5
2024-07-05 04:07:09.857397,0.74,0.48
2024-07-05 04:07:09.967191,0.79,0.48
2024-07-05 04:07:09.980184,0.79,0.47
2024-07-05 04:07:10.090704,0.73,0.47
2024-07-05 04:07:10.103679,0.73,0.46
2024-07-05 04:07:10.213040,0.74,0.46
2024-07-05 04:07:10.227003,0.74,0.47
2024-07-05 04:07:10.336255,0.76,0.47
2024-07-05 04:07:10.350252,0.76,0.48
2024-07-05 04:07:10.458951,0.81,0.48
2024-07-05 04:07:10.472951,0.81,0.49
2024-07-05 04:07:10.582900,0.76,0.49
2024-07-05 04:07:10.595870,0.76,0.47
2024-07-05 04:07:10.704754,0.8,0.47
2024-07-05 04:07:10.719059,0.8,0.44
2024-07-05 04:07:10.951106,0.76,0.44
2024-07-05 04:07:10.965115,0.76,0.46
2024-07-05 04:07:11.074198,0.79,0.46
2024-07-05 04:07:11.088642,0.79,0.46
2024-07-05 04:07:11.196335,0.8,0.46
2024-07-05 04:07:11.210636,0.8,0.46
2024-07-05 04:07:11.320218,0.73,0.46
2024-07-05 04:07:11.333588,0.73,0.48
2024-07-05 04:07:11.442254,0.76,0.48
2024-07-05 04:07:11.456364,0.76,0.48
2024-07-05 04:07:11.566301,0.73,0.48
2024-07-05 04:07:11.580521,0.73,0.48
2024-07-05 04:07:11.688575,0.75,0.48
2024-07-05 04:07:11.702682,0.75,0.45
2024-07-05 04:07:12.058379,0.76,0.45
2024-07-05 04:07:12.071468,0.76,0.49
2024-07-05 04:07:12.181389,0.74,0.49
2024-07-05 04:07:12.195036,0.74,0.51
2024-07-05 04:07:12.303951,0.77,0.51
2024-07-05 04:07:12.318092,0.77,0.47
2024-07-05 04:07:12.427149,0.73,0.47
2024-07-05 04:07:12.441180,0.73,0.47
2024-07-05 04:07:12.550495,0.76,0.47
2024-07-05 04:07:12.563429,0.76,0.52
2024-07-05 04:07:12.672894,0.78,0.52
2024-07-05 04:07:12.686895,0.78,0.5
2024-07-05 04:07:12.796272,0.77,0.5
2024-07-05 04:07:12.809323,0.77,0.47
2024-07-05 04:07:12.919775,0.77,0.47
2024-07-05 04:07:12.932756,0.77,0.49
2024-07-05 04:07:13.042702,0.76,0.49
2024-07-05 04:07:13.055715,0.76,0.49
2024-07-05 04:07:13.164276,0.76,0.49
2024-07-05 04:07:13.178273,0.76,0.49
2024-07-05 04:07:13.288390,0.81,0.49
2024-07-05 04:07:13.302399,0.81,0.46
2024-07-05 04:07:13.411523,0.76,0.46
2024-07-05 04:07:13.425168,0.76,0.51
2024-07-05 04:07:13.534560,0.78,0.51
2024-07-05 04:07:13.548683,0.78,0.47
2024-07-05 04:07:13.656883,0.8,0.47
2024-07-05 04:07:13.670967,0.8,0.49
2024-07-05 04:07:13.780817,0.83,0.49
2024-07-05 04:07:13.793992,0.83,0.49
2024-07-05 04:07:13.903513,0.79,0.49
2024-07-05 04:07:13.917526,0.79,0.49
2024-07-05 04:07:14.026978,0.79,0.49
2024-07-05 04:07:14.039876,0.79,0.47
2024-07-05 04:07:14.149087,0.82,0.47
2024-07-05 04:07:14.163093,0.82,0.48
2024-07-05 04:07:14.272854,0.73,0.48
2024-07-05 04:07:14.286144,0.73,0.46
2024-07-05 04:07:14.641072,0.74,0.46
2024-07-05 04:07:14.654956,0.74,0.51
2024-07-05 04:07:14.764597,0.8,0.51
2024-07-05 04:07:15.009942,0.81,0.51
2024-07-05 04:07:15.023463,0.81,0.52
2024-07-05 04:07:15.133072,0.81,0.52
2024-07-05 04:07:15.147110,0.81,0.46
2024-07-05 04:07:15.256875,0.74,0.46
2024-07-05 04:07:15.270136,0.74,0.46
2024-07-05 04:07:15.379204,0.68,0.46
2024-07-05 04:07:15.393296,0.68,0.46
2024-07-05 04:07:15.501968,0.75,0.46
2024-07-05 04:07:15.515941,0.75,0.45
2024-07-05 04:07:15.625670,0.72,0.45
2024-07-05 04:07:15.639670,0.72,0.5
2024-07-05 04:07:15.747963,0.76,0.5
2024-07-05 04:07:15.762023,0.76,0.45
2024-07-05 04:07:15.871220,0.77,0.45
2024-07-05 04:07:15.884904,0.77,0.48
2024-07-05 04:07:15.994155,0.72,0.48
2024-07-05 04:07:16.007165,0.72,0.46
2024-07-05 04:07:16.116687,0.75,0.46
2024-07-05 04:07:16.130911,0.75,0.49
2024-07-05 04:07:16.240081,0.72,0.49
2024-07-05 04:07:16.254088,0.72,0.48
2024-07-05 04:07:16.362920,0.74,0.48
2024-07-05 04:07:16.376362,0.74,0.5
2024-07-05 04:07:16.485679,0.69,0.5
2024-07-05 04:07:16.499682,0.69,0.51
2024-07-05 04:07:16.609706,0.76,0.51
2024-07-05 04:07:16.623438,0.76,0.53
2024-07-05 04:07:16.731329,0.75,0.53
2024-07-05 04:07:16.745340,0.75,0.52
2024-07-05 04:07:16.855237,0.78,0.52
2024-07-05 04:07:16.869084,0.78,0.48
2024-07-05 04:07:17.223549,0.76,0.48
2024-07-05 04:07:17.237485,0.76,0.5
2024-07-05 04:07:17.346730,0.76,0.5
2024-07-05 04:07:17.360816,0.76,0.5
2024-07-05 04:07:17.469534,0.76,0.5
2024-07-05 04:07:17.484615,0.76,0.53
2024-07-05 04:07:17.592959,0.69,0.53
2024-07-05 04:07:17.606958,0.69,0.48
2024-07-05 04:07:17.716003,0.73,0.48
2024-07-05 04:07:17.730090,0.73,0.48
2024-07-05 04:07:17.839727,0.72,0.48
2024-07-05 04:07:17.853752,0.72,0.49
2024-07-05 04:07:17.962125,0.76,0.49
2024-07-05 04:07:17.976532,0.76,0.48
2024-07-05 04:07:18.084917,0.75,0.48
2024-07-05 04:07:18.098929,0.75,0.54
2024-07-05 04:07:18.221753,0.75,0.51
2024-07-05 04:07:18.345062,0.75,0.49
2024-07-05 04:07:18.453930,0.76,0.49
2024-07-05 04:07:18.468083,0.76,0.52
2024-07-05 04:07:18.577531,0.8,0.52
