Timestamp,Device,Distance_82,Distance_83,X,Y
1720123602.5395944,Distance,0.75,0.53,0.6408,0.389711893582939
1720123602.5526633,Distance,0.75,0.53,0.6408,0.389711893582939
1720123602.6623318,Distance,0.75,0.53,0.6408,0.389711893582939
1720123602.6754766,Distance,0.75,0.49,0.6612,0.35399796609585193
1720123602.7853281,Distance,0.75,0.49,0.6612,0.35399796609585193
1720123602.7993581,Distance,0.75,0.55,0.63,0.4069397989875162
1720123602.9072506,Distance,0.79,0.55,0.6608,0.43294729471380233
1720123602.921249,Distance,0.79,0.53,0.6716,0.415996923065544
1720123603.0305974,Distance,0.76,0.53,0.64835,0.3965378638919619
1720123603.0445967,Distance,0.76,0.45,0.6875499999999999,0.3238440944343438
1720123603.1545048,Distance,0.77,0.45,0.6952,0.33105431578518946
1720123603.1676672,Distance,0.77,0.49,0.6764,0.3679443436173465
1720123603.2903125,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123603.6459088,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123603.6602163,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123603.768901,Distance,0.82,0.52,0.701,0.4254397724707929
1720123603.782078,Distance,0.82,0.53,0.6957499999999999,0.433972277340385
1720123603.8914616,Distance,0.72,0.53,0.6187499999999999,0.3681690338689555
1720123603.9054601,Distance,0.72,0.51,0.62915,0.3501003820334962
1720123604.0145576,Distance,0.77,0.51,0.6664,0.38576034010768906
1720123604.028753,Distance,0.77,0.48,0.68125,0.35888499202390733
1720123604.138029,Distance,0.74,0.48,0.6586000000000001,0.3374107882092685
1720123604.151122,Distance,0.74,0.5,0.6488,0.35589121933534684
1720123604.2608113,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123604.2747436,Distance,0.76,0.53,0.64835,0.3965378638919619
1720123604.3833504,Distance,0.73,0.53,0.6259999999999999,0.3755316231690749
1720123604.397427,Distance,0.73,0.48,0.65125,0.32980818288817504
1720123604.5074682,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123604.5206485,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123604.6301684,Distance,0.79,0.49,0.6920000000000001,0.3810984124868536
1720123604.6432703,Distance,0.79,0.52,0.6768500000000001,0.40739916237027285
1720123604.7526813,Distance,0.73,0.52,0.63125,0.36663801971426807
1720123604.7667556,Distance,0.73,0.49,0.6464,0.33921532984226993
1720123604.8758492,Distance,0.73,0.49,0.6464,0.33921532984226993
1720123604.8895333,Distance,0.73,0.52,0.63125,0.36663801971426807
1720123604.9993417,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123605.0123382,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123605.1218147,Distance,0.72,0.46,0.6534,0.3024374976751395
1720123605.1358953,Distance,0.72,0.52,0.624,0.35919910913029834
1720123605.3678954,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123605.3814194,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123605.4899704,Distance,0.73,0.49,0.6464,0.33921532984226993
1720123605.5039647,Distance,0.73,0.51,0.6364,0.357624160257665
1720123605.613504,Distance,0.68,0.51,0.6011500000000001,0.3178343554432088
1720123605.6275,Distance,0.68,0.47,0.6207500000000001,0.27761382800573886
1720123605.7360404,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123605.7503483,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123605.8596897,Distance,0.73,0.46,0.66065,0.3105504427625246
1720123605.8742838,Distance,0.73,0.5,0.64145,0.3484851467422967
1720123606.2296326,Distance,0.78,0.5,0.6792,0.38351969962441307
1720123606.242597,Distance,0.78,0.43,0.71175,0.31907982935309465
1720123606.3517992,Distance,0.76,0.43,0.6963499999999999,0.304461290642998
1720123606.3658283,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123606.4749966,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123606.4885569,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123606.5972657,Distance,0.75,0.46,0.67545,0.3259866523341102
1720123606.6112885,Distance,0.75,0.46,0.67545,0.3259866523341102
1720123606.7202911,Distance,0.78,0.46,0.6984,0.3473290082904105
1720123606.7343228,Distance,0.78,0.49,0.68415,0.3746181756135172
1720123606.8436706,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123606.8578284,Distance,0.76,0.53,0.64835,0.3965378638919619
1720123606.9664948,Distance,0.75,0.53,0.6408,0.389711893582939
1720123606.9805033,Distance,0.75,0.47,0.6708000000000001,0.33545098002539797
1720123607.0902925,Distance,0.74,0.47,0.6633500000000001,0.32797374513823485
1720123607.103225,Distance,0.74,0.46,0.668,0.3183959798741183
1720123607.2131002,Distance,0.73,0.46,0.66065,0.3105504427625246
1720123607.226011,Distance,0.73,0.52,0.63125,0.36663801971426807
1720123607.335758,Distance,0.8,0.52,0.6848000000000001,0.41358065718792986
1720123607.3497508,Distance,0.8,0.46,0.7142000000000001,0.36044189545611915
1720123607.4580126,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123607.4722328,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123607.5825362,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123607.5957425,Distance,0.76,0.54,0.6429999999999999,0.4051555256935293
1720123607.7045195,Distance,0.71,0.54,0.60625,0.36954152337727886
1720123607.7185235,Distance,0.71,0.52,0.61685,0.3515623379999626
1720123607.8279285,Distance,0.75,0.52,0.64605,0.38094539963097074
1720123607.8411076,Distance,0.75,0.52,0.64605,0.38094539963097074
1720123607.9508934,Distance,0.73,0.52,0.63125,0.36663801971426807
1720123607.9640934,Distance,0.73,0.47,0.6559999999999999,0.3202561474819806
1720123608.0737274,Distance,0.73,0.47,0.6559999999999999,0.3202561474819806
1720123608.0876043,Distance,0.73,0.53,0.6259999999999999,0.3755316231690749
1720123608.1968722,Distance,0.79,0.53,0.6716,0.415996923065544
1720123608.209829,Distance,0.79,0.51,0.682,0.39871794542006755
1720123608.3192306,Distance,0.73,0.51,0.6364,0.357624160257665
1720123608.3336322,Distance,0.73,0.51,0.6364,0.357624160257665
1720123608.4429567,Distance,0.76,0.51,0.65875,0.37900981187826804
1720123608.4559507,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123608.8123488,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123608.8256865,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123608.9355578,Distance,0.74,0.5,0.6488,0.35589121933534684
1720123608.9488301,Distance,0.74,0.55,0.62255,0.4000393699375099
1720123609.058062,Distance,0.76,0.55,0.63755,0.4136786161986138
1720123609.0717494,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123609.1812115,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123609.1937454,Distance,0.72,0.45,0.65795,0.29240690398826064
1720123609.3038535,Distance,0.69,0.45,0.6368,0.2656798072868917
1720123609.3171341,Distance,0.69,0.46,0.63225,0.2763330191996604
1720123609.426003,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123609.4402776,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123609.5498245,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123609.5638173,Distance,0.76,0.45,0.6875499999999999,0.3238440944343438
1720123609.672401,Distance,0.77,0.45,0.6952,0.33105431578518946
1720123609.6864989,Distance,0.77,0.47,0.6859999999999999,0.34971988791031056
1720123609.7959745,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123609.8093543,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123609.9185102,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123609.9325044,Distance,0.76,0.53,0.64835,0.3965378638919619
1720123610.0414734,Distance,0.72,0.53,0.6187499999999999,0.3681690338689555
1720123610.0555048,Distance,0.72,0.47,0.6487499999999999,0.3122874277008282
1720123610.164452,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123610.1784632,Distance,0.76,0.41,0.70475,0.28447748153412783
1720123610.2878065,Distance,0.72,0.41,0.67515,0.25014491300044456
1720123610.3018103,Distance,0.72,0.47,0.6487499999999999,0.3122874277008282
1720123610.4108794,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123610.4248736,Distance,0.76,0.51,0.65875,0.37900981187826804
1720123610.5335262,Distance,0.74,0.51,0.64375,0.3649464858030557
1720123610.5475252,Distance,0.74,0.5,0.6488,0.35589121933534684
1720123610.6566384,Distance,0.84,0.5,0.7278,0.41941287533884797
1720123610.6706634,Distance,0.84,0.46,0.747,0.3841757410352714
1720123610.7797403,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123610.7930481,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123610.9027207,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123610.9166532,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123611.0261059,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123611.0401075,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123611.3942459,Distance,0.75,0.5,0.65625,0.3630921887069454
1720123611.4081974,Distance,0.75,0.52,0.64605,0.38094539963097074
1720123611.5177364,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123611.5313973,Distance,0.76,0.43,0.6963499999999999,0.304461290642998
1720123611.6404395,Distance,0.75,0.43,0.6888,0.2967398860955501
1720123611.654603,Distance,0.75,0.41,0.6972,0.27642749501451536
1720123611.76335,Distance,0.78,0.41,0.7201500000000001,0.29963974619532696
1720123612.009533,Distance,0.79,0.41,0.7280000000000001,0.3067833111497429
1720123612.0225434,Distance,0.79,0.49,0.6920000000000001,0.3810984124868536
1720123612.1325853,Distance,0.77,0.49,0.6764,0.3679443436173465
1720123612.1469386,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123612.2558668,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123612.2694294,Distance,0.77,0.48,0.68125,0.35888499202390733
1720123612.3791382,Distance,0.74,0.48,0.6586000000000001,0.3374107882092685
1720123612.3917847,Distance,0.74,0.5,0.6488,0.35589121933534684
1720123612.5013168,Distance,0.8,0.5,0.6950000000000001,0.3962007067131506
1720123612.5156896,Distance,0.8,0.55,0.6687500000000001,0.4390597197420871
1720123612.625856,Distance,0.76,0.55,0.63755,0.4136786161986138
1720123612.6389997,Distance,0.76,0.42,0.7006,0.29454989390593916
1720123612.7476811,Distance,0.81,0.42,0.7398500000000001,0.3297301586145859
1720123612.7608132,Distance,0.81,0.5,0.7030500000000001,0.40226943396186593
1720123612.8710396,Distance,0.79,0.5,0.68705,0.3899516604657557
1720123612.8843598,Distance,0.79,0.49,0.6920000000000001,0.3810984124868536
1720123612.9939456,Distance,0.78,0.49,0.68415,0.3746181756135172
1720123613.0072355,Distance,0.78,0.36,0.7394000000000001,0.24836996597817518
1720123613.1168623,Distance,0.72,0.36,0.6944,0.19028567996567664
1720123613.1307049,Distance,0.72,0.42,0.671,0.261072786785601
1720123613.238768,Distance,0.76,0.42,0.7006,0.29454989390593916
1720123613.252765,Distance,0.76,0.38,0.7165999999999999,0.2531490470059095
1720123613.361804,Distance,0.77,0.38,0.72425,0.26146115868327385
1720123613.377167,Distance,0.77,0.46,0.69065,0.34044467612227397
1720123613.4857366,Distance,0.81,0.46,0.7222500000000001,0.3666809750996089
1720123613.4993098,Distance,0.81,0.5,0.7030500000000001,0.40226943396186593
1720123613.6086829,Distance,0.8,0.5,0.6950000000000001,0.3962007067131506
1720123613.6220074,Distance,0.8,0.5,0.6950000000000001,0.3962007067131506
1720123613.9773507,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123613.9919224,Distance,0.77,0.43,0.704,0.31190383133267224
1720123614.1003113,Distance,0.74,0.43,0.68135,0.2887250898346036
1720123614.1138303,Distance,0.74,0.51,0.64375,0.3649464858030557
1720123614.2234845,Distance,0.74,0.51,0.64375,0.3649464858030557
1720123614.2377017,Distance,0.74,0.36,0.7090000000000001,0.2119410295341605
1720123614.3468518,Distance,0.7,0.36,0.6802,0.1653117055746502
1720123614.359913,Distance,0.7,0.47,0.63455,0.2955440703177785
1720123614.4696262,Distance,0.7,0.47,0.63455,0.2955440703177785
1720123614.4827173,Distance,0.7,0.46,0.6392,0.28534778779587544
1720123614.592156,Distance,0.71,0.46,0.64625,0.2940424076557665
1720123614.6058116,Distance,0.71,0.4,0.67205,0.22901702447634742
1720123614.7156374,Distance,0.81,0.4,0.7480500000000001,0.31067860805018405
1720123614.7288396,Distance,0.81,0.54,0.68225,0.4366176101579048
1720123614.8381515,Distance,0.7,0.54,0.5992,0.3618830750394387
1720123614.8521616,Distance,0.7,0.5,0.62,0.3249615361854383
1720123614.9614718,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123614.975518,Distance,0.76,0.38,0.7165999999999999,0.2531490470059095
1720123615.084823,Distance,0.75,0.38,0.70905,0.24443423962284844
1720123615.098448,Distance,0.75,0.46,0.67545,0.3259866523341102
1720123615.329714,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123615.3447201,Distance,0.76,0.43,0.6963499999999999,0.304461290642998
1720123615.453016,Distance,0.69,0.43,0.6456,0.24351722731667264
1720123615.4672372,Distance,0.69,0.53,0.5975999999999999,0.34492642693768777
1720123615.576469,Distance,0.72,0.53,0.6187499999999999,0.3681690338689555
1720123615.590456,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123615.6987545,Distance,0.7,0.5,0.62,0.3249615361854383
1720123615.7137482,Distance,0.7,0.42,0.6568,0.24210278808803484
1720123615.8222952,Distance,0.71,0.42,0.66385,0.2517998758935355
1720123615.836296,Distance,0.71,0.46,0.64625,0.2940424076557665
1720123615.944927,Distance,0.79,0.46,0.70625,0.3539928495040543
1720123615.958925,Distance,0.79,0.49,0.6920000000000001,0.3810984124868536
1720123616.0684857,Distance,0.79,0.49,0.6920000000000001,0.3810984124868536
1720123616.082491,Distance,0.79,0.54,0.66625,0.4245125881525777
1720123616.191023,Distance,0.76,0.54,0.6429999999999999,0.4051555256935293
1720123616.2057462,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123616.5609865,Distance,0.73,0.47,0.6559999999999999,0.3202561474819806
1720123616.5742743,Distance,0.73,0.42,0.67825,0.26995728828835114
1720123616.6834927,Distance,0.77,0.42,0.70825,0.3021290080412669
1720123616.6979008,Distance,0.77,0.48,0.68125,0.35888499202390733
1720123616.8060305,Distance,0.79,0.48,0.6968500000000001,0.3721559854415887
1720123616.8202155,Distance,0.79,0.42,0.7238500000000001,0.3164509085150491
1720123616.9290135,Distance,0.75,0.42,0.69305,0.28667350330995006
1720123616.943261,Distance,0.75,0.43,0.6888,0.2967398860955501
1720123617.1748986,Distance,0.76,0.43,0.6963499999999999,0.304461290642998
1720123617.188857,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123617.298509,Distance,0.74,0.49,0.65375,0.34671448989045717
1720123617.3125122,Distance,0.74,0.53,0.6333500000000001,0.38271108881243543
1720123617.4217124,Distance,0.76,0.53,0.64835,0.3965378638919619
1720123617.4347126,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123617.54492,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123617.5579197,Distance,0.72,0.54,0.6134,0.37701517210849755
1720123617.668203,Distance,0.8,0.54,0.6742,0.4306441222169415
1720123617.6812243,Distance,0.8,0.5,0.6950000000000001,0.3962007067131506
1720123617.790454,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123617.8045359,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123617.9134183,Distance,0.79,0.5,0.68705,0.3899516604657557
1720123617.927586,Distance,0.79,0.46,0.70625,0.3539928495040543
1720123618.0364242,Distance,0.75,0.46,0.67545,0.3259866523341102
1720123618.0499218,Distance,0.75,0.45,0.6799999999999999,0.3163858403911276
1720123618.1596403,Distance,0.78,0.45,0.70295,0.33802558704926466
1720123618.1730716,Distance,0.78,0.47,0.6937500000000001,0.3565262087140298
1720123618.2829554,Distance,0.75,0.47,0.6708000000000001,0.33545098002539797
1720123618.2966921,Distance,0.75,0.48,0.66605,0.3447860169728465
1720123618.4059196,Distance,0.74,0.48,0.6586000000000001,0.3374107882092685
1720123618.4194634,Distance,0.74,0.47,0.6633500000000001,0.32797374513823485
1720123618.5287302,Distance,0.74,0.47,0.6633500000000001,0.32797374513823485
1720123618.5427356,Distance,0.74,0.42,0.6856000000000001,0.27848274632371717
1720123618.6519535,Distance,0.76,0.42,0.7006,0.29454989390593916
1720123618.6659548,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123618.7738357,Distance,0.78,0.49,0.68415,0.3746181756135172
1720123618.7879639,Distance,0.78,0.41,0.7201500000000001,0.29963974619532696
1720123619.1431077,Distance,0.73,0.41,0.6824,0.2592879480423261
1720123619.157206,Distance,0.73,0.47,0.6559999999999999,0.3202561474819806
1720123619.3896542,Distance,0.75,0.47,0.6708000000000001,0.33545098002539797
1720123619.4037278,Distance,0.75,0.5,0.65625,0.3630921887069454
1720123619.5119293,Distance,0.79,0.5,0.68705,0.3899516604657557
1720123619.5262103,Distance,0.79,0.45,0.7108000000000001,0.3447656595428262
1720123619.6352005,Distance,0.73,0.45,0.6652,0.30068082745662383
1720123619.6490304,Distance,0.73,0.47,0.6559999999999999,0.3202561474819806
1720123619.7588341,Distance,0.75,0.47,0.6708000000000001,0.33545098002539797
1720123619.7719598,Distance,0.75,0.51,0.6512,0.3720733261065621
1720123619.8818777,Distance,0.72,0.51,0.62915,0.3501003820334962
1720123619.8948913,Distance,0.72,0.51,0.62915,0.3501003820334962
1720123620.0050666,Distance,0.8,0.51,0.6899500000000001,0.4049308552086392
1720123620.0180635,Distance,0.8,0.47,0.7095500000000001,0.36951156612479646
1720123620.126862,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123620.1418247,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123620.2505093,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123620.2645178,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123620.3736823,Distance,0.75,0.5,0.65625,0.3630921887069454
1720123620.3876152,Distance,0.75,0.47,0.6708000000000001,0.33545098002539797
1720123620.4968314,Distance,0.74,0.47,0.6633500000000001,0.32797374513823485
1720123620.5100458,Distance,0.74,0.43,0.68135,0.2887250898346036
1720123620.6189423,Distance,0.73,0.43,0.6739999999999999,0.2803997146931501
1720123620.6323314,Distance,0.73,0.46,0.66065,0.3105504427625246
1720123620.7424524,Distance,0.77,0.46,0.69065,0.34044467612227397
1720123620.7563887,Distance,0.77,0.48,0.68125,0.35888499202390733
1720123620.8655722,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123620.879662,Distance,0.76,0.44,0.692,0.31422285085588547
1720123620.9879565,Distance,0.83,0.44,0.7476499999999999,0.36044344563329217
1720123621.0023005,Distance,0.83,0.52,0.7092499999999999,0.4311199803998883
1720123621.111337,Distance,0.77,0.52,0.66125,0.394523050657373
1720123621.1256874,Distance,0.77,0.46,0.69065,0.34044467612227397
1720123621.2341833,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123621.248446,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123621.3570836,Distance,0.78,0.52,0.669,0.4010473787471998
1720123621.3712146,Distance,0.78,0.44,0.7074,0.32861107711092147
1720123621.725917,Distance,0.75,0.44,0.68445,0.3066401759391617
1720123621.7399251,Distance,0.75,0.5,0.65625,0.3630921887069454
1720123621.8495514,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123621.8636465,Distance,0.76,0.51,0.65875,0.37900981187826804
1720123621.9724913,Distance,0.77,0.51,0.6664,0.38576034010768906
1720123621.986488,Distance,0.77,0.43,0.704,0.31190383133267224
1720123622.0958698,Distance,0.76,0.43,0.6963499999999999,0.304461290642998
1720123622.109388,Distance,0.76,0.55,0.63755,0.4136786161986138
1720123622.2188401,Distance,0.71,0.55,0.6008,0.3783376269947254
1720123622.2319381,Distance,0.71,0.45,0.6508,0.283829808159749
1720123622.3416798,Distance,0.78,0.45,0.70295,0.33802558704926466
1720123622.3557363,Distance,0.78,0.47,0.6937500000000001,0.3565262087140298
1720123622.4640796,Distance,0.75,0.47,0.6708000000000001,0.33545098002539797
1720123622.4782674,Distance,0.75,0.48,0.66605,0.3447860169728465
1720123622.586973,Distance,0.75,0.48,0.66605,0.3447860169728465
1720123622.6007018,Distance,0.75,0.52,0.64605,0.38094539963097074
1720123622.710376,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123622.7243712,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123622.8339646,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123622.8470497,Distance,0.76,0.41,0.70475,0.28447748153412783
1720123622.955434,Distance,0.76,0.41,0.70475,0.28447748153412783
1720123622.9704332,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123623.080072,Distance,0.78,0.47,0.6937500000000001,0.3565262087140298
1720123623.0931385,Distance,0.78,0.51,0.67415,0.3923286600542968
1720123623.202822,Distance,0.7,0.51,0.61495,0.33441964281423414
1720123623.4481466,Distance,0.79,0.51,0.682,0.39871794542006755
1720123623.4621415,Distance,0.79,0.49,0.6920000000000001,0.3810984124868536
1720123623.5717738,Distance,0.73,0.49,0.6464,0.33921532984226993
1720123623.585923,Distance,0.73,0.5,0.64145,0.3484851467422967
1720123623.6940737,Distance,0.71,0.5,0.62705,0.33302897396472875
1720123623.7079241,Distance,0.71,0.42,0.66385,0.2517998758935355
1720123623.8181188,Distance,0.86,0.42,0.7816,0.358749829268252
1720123623.8317475,Distance,0.86,0.41,0.78575,0.3495667854645232
1720123623.9403763,Distance,0.72,0.41,0.67515,0.25014491300044456
1720123623.954375,Distance,0.72,0.51,0.62915,0.3501003820334962
1720123624.3095372,Distance,0.7,0.51,0.61495,0.33441964281423414
1720123624.3233833,Distance,0.7,0.45,0.64375,0.27492896809903433
1720123624.4327738,Distance,0.74,0.45,0.67255,0.3086689124288354
1720123624.4459894,Distance,0.74,0.47,0.6633500000000001,0.32797374513823485
1720123624.5555499,Distance,0.72,0.47,0.6487499999999999,0.3122874277008282
1720123624.5695224,Distance,0.72,0.46,0.6534,0.3024374976751395
1720123624.6780086,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123624.6921937,Distance,0.76,0.35,0.7275499999999999,0.2197066168780543
1720123624.8012571,Distance,0.79,0.35,0.7508,0.24576281248390702
1720123624.8154025,Distance,0.79,0.48,0.6968500000000001,0.3721559854415887
1720123624.923767,Distance,0.72,0.48,0.644,0.3219689426016118
1720123624.9381897,Distance,0.72,0.4,0.6792,0.23892961306627522
1720123625.0618947,Distance,0.72,0.44,0.6624,0.2821812183686221
1720123625.1847873,Distance,0.72,0.49,0.63915,0.3314924999151565
1720123625.2936177,Distance,0.71,0.49,0.632,0.32353670580013016
1720123625.3074787,Distance,0.71,0.44,0.65525,0.2733997759691839
1720123625.41711,Distance,0.7,0.44,0.6482,0.2642664564412213
1720123625.4306474,Distance,0.7,0.46,0.6392,0.28534778779587544
1720123625.539663,Distance,0.78,0.46,0.6984,0.3473290082904105
1720123625.5526605,Distance,0.78,0.52,0.669,0.4010473787471998
1720123625.663008,Distance,0.73,0.52,0.63125,0.36663801971426807
1720123625.676496,Distance,0.73,0.46,0.66065,0.3105504427625246
1720123625.7850962,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123625.7987645,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123625.9090717,Distance,0.74,0.46,0.668,0.3183959798741183
1720123625.9223316,Distance,0.74,0.44,0.677,0.29878252960974794
1720123626.0312557,Distance,0.75,0.44,0.68445,0.3066401759391617
1720123626.0452535,Distance,0.75,0.46,0.67545,0.3259866523341102
1720123626.1539292,Distance,0.77,0.46,0.69065,0.34044467612227397
1720123626.1679916,Distance,0.77,0.53,0.6559999999999999,0.40319226183050705
1720123626.2768173,Distance,0.76,0.53,0.64835,0.3965378638919619
1720123626.2908115,Distance,0.76,0.48,0.6736,0.3519418133726086
1720123626.3993616,Distance,0.75,0.48,0.66605,0.3447860169728465
1720123626.413905,Distance,0.75,0.51,0.6512,0.3720733261065621
1720123626.523438,Distance,0.77,0.51,0.6664,0.38576034010768906
1720123626.5374386,Distance,0.77,0.51,0.6664,0.38576034010768906
1720123626.8925278,Distance,0.69,0.51,0.608,0.32624530647964867
1720123626.9055362,Distance,0.69,0.49,0.618,0.30688108446106604
1720123627.0153563,Distance,0.68,0.49,0.6111500000000001,0.2981537816295476
1720123627.0294535,Distance,0.68,0.45,0.62995,0.2560527240628383
1720123627.1380374,Distance,0.76,0.45,0.6875499999999999,0.3238440944343438
1720123627.1519532,Distance,0.76,0.45,0.6875499999999999,0.3238440944343438
1720123627.2615945,Distance,0.81,0.45,0.7268000000000001,0.3575776279355294
1720123627.2745986,Distance,0.81,0.5,0.7030500000000001,0.40226943396186593
1720123627.3841202,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123627.3981616,Distance,0.72,0.47,0.6487499999999999,0.3122874277008282
1720123627.5060894,Distance,0.78,0.47,0.6937500000000001,0.3565262087140298
1720123627.521802,Distance,0.78,0.49,0.68415,0.3746181756135172
1720123627.6306007,Distance,0.72,0.49,0.63915,0.3314924999151565
1720123627.6437778,Distance,0.72,0.49,0.63915,0.3314924999151565
1720123627.7530036,Distance,0.77,0.49,0.6764,0.3679443436173465
1720123627.7669387,Distance,0.77,0.49,0.6764,0.3679443436173465
1720123627.8762186,Distance,0.77,0.49,0.6764,0.3679443436173465
1720123627.8901644,Distance,0.77,0.52,0.66125,0.394523050657373
1720123627.9994657,Distance,0.76,0.52,0.6536,0.38782346499406145
1720123628.0136023,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123628.1223512,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123628.1366816,Distance,0.76,0.49,0.66875,0.36107262081193603
1720123628.245734,Distance,0.77,0.49,0.6764,0.3679443436173465
1720123628.2589593,Distance,0.77,0.46,0.69065,0.34044467612227397
1720123628.3683753,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123628.38237,Distance,0.76,0.46,0.6829999999999999,0.33333316666662505
1720123628.490951,Distance,0.77,0.46,0.69065,0.34044467612227397
1720123628.5048914,Distance,0.77,0.47,0.6859999999999999,0.34971988791031056
1720123628.6149302,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123628.628001,Distance,0.76,0.45,0.6875499999999999,0.3238440944343438
1720123628.7373142,Distance,0.72,0.45,0.65795,0.29240690398826064
1720123628.7512484,Distance,0.72,0.5,0.6342,0.34086707086487544
1720123628.8607736,Distance,0.76,0.5,0.6638,0.37009398806249216
1720123628.8745453,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123628.9833415,Distance,0.77,0.47,0.6859999999999999,0.34971988791031056
1720123628.9973125,Distance,0.77,0.48,0.68125,0.35888499202390733
1720123629.1063714,Distance,0.77,0.48,0.68125,0.35888499202390733
1720123629.1198807,Distance,0.77,0.5,0.67145,0.3769017080088653
1720123629.474865,Distance,0.78,0.5,0.6792,0.38351969962441307
1720123629.4891748,Distance,0.78,0.47,0.6937500000000001,0.3565262087140298
1720123629.5971437,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123629.6136787,Distance,0.76,0.47,0.67835,0.34269706374581027
1720123629.721212,Distance,0.78,0.47,0.6937500000000001,0.3565262087140298
1720123629.735204,Distance,0.78,0.5,0.6792,0.38351969962441307
1720123629.8444815,Distance,0.74,0.5,0.6488,0.35589121933534684
1720123629.8573968,Distance,0.74,0.48,0.6586000000000001,0.3374107882092685
1720123629.9671905,Distance,0.79,0.48,0.6968500000000001,0.3721559854415887
1720123629.9801838,Distance,0.79,0.47,0.7016,0.36312179774835884
1720123630.0907044,Distance,0.73,0.47,0.6559999999999999,0.3202561474819806
1720123630.1036792,Distance,0.73,0.46,0.66065,0.3105504427625246
